,us_cpi,us_inflation,us_gdp,us_m2,eu_gdp,uk_cpi,uk_inflation,uk_gdp,uk_m2,jp_cpi,jp_inflation,jp_gdp,jp_m2,hk_cpi,hk_inflation,hk_gdp,au_cpi,au_inflation,au_gdp,au_m2
1999-01-18,76.391102265249,2.18802719697358,9631174489000.0,6496459000000.0,7936107808460.76,80.5159977806547,1.7529508005142,1693458987218.9,932914000000.0,103.366973989437,-0.341296928327554,4635982224063.88,1210357000000000.0,99.5659129154526,-4.00943396226445,165768095391.557,71.2018761536123,1.48313946657267,390347787943.351,431311080600.0
1999-01-19,76.391102265249,2.18802719697358,9631174489000.0,6496459000000.0,7936107808460.76,80.5159977806547,1.7529508005142,1693458987218.9,932914000000.0,103.366973989437,-0.341296928327554,4635982224063.88,1210357000000000.0,99.5659129154526,-4.00943396226445,165768095391.557,71.2018761536123,1.48313946657267,390347787943.351,431311080600.0
1999-01-20,76.391102265249,2.18802719697358,9631174489000.0,6496459000000.0,7936107808460.76,80.5159977806547,1.7529508005142,1693458987218.9,932914000000.0,103.366973989437,-0.341296928327554,4635982224063.88,1210357000000000.0,99.5659129154526,-4.00943396226445,165768095391.557,71.2018761536123,1.48313946657267,390347787943.351,431311080600.0
1999-01-21,76.391102265249,2.18802719697358,9631174489000.0,6496459000000.0,7936107808460.76,80.5159977806547,1.7529508005142,1693458987218.9,932914000000.0,103.366973989437,-0.341296928327554,4635982224063.88,1210357000000000.0,99.5659129154526,-4.00943396226445,165768095391.557,71.2018761536123,1.48313946657267,390347787943.351,431311080600.0
1999-01-22,76.391102265249,2.18802719697358,9631174489000.0,6496459000000.0,7936107808460.76,80.5159977806547,1.7529508005142,1693458987218.9,932914000000.0,103.366973989437,-0.341296928327554,4635982224063.88,1210357000000000.0,99.5659129154526,-4.00943396226445,165768095391.557,71.2018761536123,1.48313946657267,390347787943.351,431311080600.0
1999-01-25,76.391102265249,2.18802719697358,9631174489000.0,6496459000000.0,7936107808460.76,80.5159977806547,1.7529508005142,1693458987218.9,932914000000.0,103.366973989437,-0.341296928327554,4635982224063.88,1210357000000000.0,99.5659129154526,-4.00943396226445,165768095391.557,71.2018761536123,1.48313946657267,390347787943.351,431311080600.0
1999-01-26,76.391102265249,2.18802719697358,9631174489000.0,6496459000000.0,7936107808460.76,80.5159977806547,1.7529508005142,1693458987218.9,932914000000.0,103.366973989437,-0.341296928327554,4635982224063.88,1210357000000000.0,99.5659129154526,-4.00943396226445,165768095391.557,71.2018761536123,1.48313946657267,390347787943.351,431311080600.0
1999-01-27,76.391102265249,2.18802719697358,9631174489000.0,6496459000000.0,7936107808460.76,80.5159977806547,1.7529508005142,1693458987218.9,932914000000.0,103.366973989437,-0.341296928327554,4635982224063.88,1210357000000000.0,99.5659129154526,-4.00943396226445,165768095391.557,71.2018761536123,1.48313946657267,390347787943.351,431311080600.0
1999-01-28,76.391102265249,2.18802719697358,9631174489000.0,6496459000000.0,7936107808460.76,80.5159977806547,1.7529508005142,1693458987218.9,932914000000.0,103.366973989437,-0.341296928327554,4635982224063.88,1210357000000000.0,99.5659129154526,-4.00943396226445,165768095391.557,71.2018761536123,1.48313946657267,390347787943.351,431311080600.0
1999-01-29,76.391102265249,2.18802719697358,9631174489000.0,6496459000000.0,7936107808460.76,80.5159977806547,1.7529508005142,1693458987218.9,932914000000.0,103.366973989437,-0.341296928327554,4635982224063.88,1210357000000000.0,99.5659129154526,-4.00943396226445,165768095391.557,71.2018761536123,1.48313946657267,390347787943.351,431311080600.0
1999-02-01,76.391102265249,2.18802719697358,9631174489000.0,6496459000000.0,7936107808460.76,80.5159977806547,1.7529508005142,1693458987218.9,932914000000.0,103.366973989437,-0.341296928327554,4635982224063.88,1210357000000000.0,99.5659129154526,-4.00943396226445,165768095391.557,71.2018761536123,1.48313946657267,390347787943.351,431311080600.0
1999-02-02,76.391102265249,2.18802719697358,9631174489000.0,6496459000000.0,7936107808460.76,80.5159977806547,1.7529508005142,1693458987218.9,932914000000.0,103.366973989437,-0.341296928327554,4635982224063.88,1210357000000000.0,99.5659129154526,-4.00943396226445,165768095391.557,71.2018761536123,1.48313946657267,390347787943.351,431311080600.0
1999-02-03,76.391102265249,2.18802719697358,9631174489000.0,6496459000000.0,7936107808460.76,80.5159977806547,1.7529508005142,1693458987218.9,932914000000.0,103.366973989437,-0.341296928327554,4635982224063.88,1210357000000000.0,99.5659129154526,-4.00943396226445,165768095391.557,71.2018761536123,1.48313946657267,390347787943.351,431311080600.0
1999-02-04,76.391102265249,2.18802719697358,9631174489000.0,6496459000000.0,7936107808460.76,80.5159977806547,1.7529508005142,1693458987218.9,932914000000.0,103.366973989437,-0.341296928327554,4635982224063.88,1210357000000000.0,99.5659129154526,-4.00943396226445,165768095391.557,71.2018761536123,1.48313946657267,390347787943.351,431311080600.0
1999-02-05,76.391102265249,2.18802719697358,9631174489000.0,6496459000000.0,7936107808460.76,80.5159977806547,1.7529508005142,1693458987218.9,932914000000.0,103.366973989437,-0.341296928327554,4635982224063.88,1210357000000000.0,99.5659129154526,-4.00943396226445,165768095391.557,71.2018761536123,1.48313946657267,390347787943.351,431311080600.0
1999-02-08,76.391102265249,2.18802719697358,9631174489000.0,6496459000000.0,7936107808460.76,80.5159977806547,1.7529508005142,1693458987218.9,932914000000.0,103.366973989437,-0.341296928327554,4635982224063.88,1210357000000000.0,99.5659129154526,-4.00943396226445,165768095391.557,71.2018761536123,1.48313946657267,390347787943.351,431311080600.0
1999-02-09,76.391102265249,2.18802719697358,9631174489000.0,6496459000000.0,7936107808460.76,80.5159977806547,1.7529508005142,1693458987218.9,932914000000.0,103.366973989437,-0.341296928327554,4635982224063.88,1210357000000000.0,99.5659129154526,-4.00943396226445,165768095391.557,71.2018761536123,1.48313946657267,390347787943.351,431311080600.0
1999-02-10,76.391102265249,2.18802719697358,9631174489000.0,6496459000000.0,7936107808460.76,80.5159977806547,1.7529508005142,1693458987218.9,932914000000.0,103.366973989437,-0.341296928327554,4635982224063.88,1210357000000000.0,99.5659129154526,-4.00943396226445,165768095391.557,71.2018761536123,1.48313946657267,390347787943.351,431311080600.0
1999-02-11,76.391102265249,2.18802719697358,9631174489000.0,6496459000000.0,7936107808460.76,80.5159977806547,1.7529508005142,1693458987218.9,932914000000.0,103.366973989437,-0.341296928327554,4635982224063.88,1210357000000000.0,99.5659129154526,-4.00943396226445,165768095391.557,71.2018761536123,1.48313946657267,390347787943.351,431311080600.0
1999-02-12,76.391102265249,2.18802719697358,9631174489000.0,6496459000000.0,7936107808460.76,80.5159977806547,1.7529508005142,1693458987218.9,932914000000.0,103.366973989437,-0.341296928327554,4635982224063.88,1210357000000000.0,99.5659129154526,-4.00943396226445,165768095391.557,71.2018761536123,1.48313946657267,390347787943.351,431311080600.0
1999-02-15,76.391102265249,2.18802719697358,9631174489000.0,6496459000000.0,7936107808460.76,80.5159977806547,1.7529508005142,1693458987218.9,932914000000.0,103.366973989437,-0.341296928327554,4635982224063.88,1210357000000000.0,99.5659129154526,-4.00943396226445,165768095391.557,71.2018761536123,1.48313946657267,390347787943.351,431311080600.0
1999-02-16,76.391102265249,2.18802719697358,9631174489000.0,6496459000000.0,7936107808460.76,80.5159977806547,1.7529508005142,1693458987218.9,932914000000.0,103.366973989437,-0.341296928327554,4635982224063.88,1210357000000000.0,99.5659129154526,-4.00943396226445,165768095391.557,71.2018761536123,1.48313946657267,390347787943.351,431311080600.0
1999-02-17,76.391102265249,2.18802719697358,9631174489000.0,6496459000000.0,7936107808460.76,80.5159977806547,1.7529508005142,1693458987218.9,932914000000.0,103.366973989437,-0.341296928327554,4635982224063.88,1210357000000000.0,99.5659129154526,-4.00943396226445,165768095391.557,71.2018761536123,1.48313946657267,390347787943.351,431311080600.0
1999-02-18,76.391102265249,2.18802719697358,9631174489000.0,6496459000000.0,7936107808460.76,80.5159977806547,1.7529508005142,1693458987218.9,932914000000.0,103.366973989437,-0.341296928327554,4635982224063.88,1210357000000000.0,99.5659129154526,-4.00943396226445,165768095391.557,71.2018761536123,1.48313946657267,390347787943.351,431311080600.0
1999-02-19,76.391102265249,2.18802719697358,9631174489000.0,6496459000000.0,7936107808460.76,80.5159977806547,1.7529508005142,1693458987218.9,932914000000.0,103.366973989437,-0.341296928327554,4635982224063.88,1210357000000000.0,99.5659129154526,-4.00943396226445,165768095391.557,71.2018761536123,1.48313946657267,390347787943.351,431311080600.0
1999-02-22,76.391102265249,2.18802719697358,9631174489000.0,6496459000000.0,7936107808460.76,80.5159977806547,1.7529508005142,1693458987218.9,932914000000.0,103.366973989437,-0.341296928327554,4635982224063.88,1210357000000000.0,99.5659129154526,-4.00943396226445,165768095391.557,71.2018761536123,1.48313946657267,390347787943.351,431311080600.0
1999-02-23,76.391102265249,2.18802719697358,9631174489000.0,6496459000000.0,7936107808460.76,80.5159977806547,1.7529508005142,1693458987218.9,932914000000.0,103.366973989437,-0.341296928327554,4635982224063.88,1210357000000000.0,99.5659129154526,-4.00943396226445,165768095391.557,71.2018761536123,1.48313946657267,390347787943.351,431311080600.0
1999-02-24,76.391102265249,2.18802719697358,9631174489000.0,6496459000000.0,7936107808460.76,80.5159977806547,1.7529508005142,1693458987218.9,932914000000.0,103.366973989437,-0.341296928327554,4635982224063.88,1210357000000000.0,99.5659129154526,-4.00943396226445,165768095391.557,71.2018761536123,1.48313946657267,390347787943.351,431311080600.0
1999-02-25,76.391102265249,2.18802719697358,9631174489000.0,6496459000000.0,7936107808460.76,80.5159977806547,1.7529508005142,1693458987218.9,932914000000.0,103.366973989437,-0.341296928327554,4635982224063.88,1210357000000000.0,99.5659129154526,-4.00943396226445,165768095391.557,71.2018761536123,1.48313946657267,390347787943.351,431311080600.0
1999-02-26,76.391102265249,2.18802719697358,9631174489000.0,6496459000000.0,7936107808460.76,80.5159977806547,1.7529508005142,1693458987218.9,932914000000.0,103.366973989437,-0.341296928327554,4635982224063.88,1210357000000000.0,99.5659129154526,-4.00943396226445,165768095391.557,71.2018761536123,1.48313946657267,390347787943.351,431311080600.0
1999-03-01,76.391102265249,2.18802719697358,9631174489000.0,6496459000000.0,7936107808460.76,80.5159977806547,1.7529508005142,1693458987218.9,932914000000.0,103.366973989437,-0.341296928327554,4635982224063.88,1210357000000000.0,99.5659129154526,-4.00943396226445,165768095391.557,71.2018761536123,1.48313946657267,390347787943.351,431311080600.0
1999-03-02,76.391102265249,2.18802719697358,9631174489000.0,6496459000000.0,7936107808460.76,80.5159977806547,1.7529508005142,1693458987218.9,932914000000.0,103.366973989437,-0.341296928327554,4635982224063.88,1210357000000000.0,99.5659129154526,-4.00943396226445,165768095391.557,71.2018761536123,1.48313946657267,390347787943.351,431311080600.0
1999-03-03,76.391102265249,2.18802719697358,9631174489000.0,6496459000000.0,7936107808460.76,80.5159977806547,1.7529508005142,1693458987218.9,932914000000.0,103.366973989437,-0.341296928327554,4635982224063.88,1210357000000000.0,99.5659129154526,-4.00943396226445,165768095391.557,71.2018761536123,1.48313946657267,390347787943.351,431311080600.0
1999-03-04,76.391102265249,2.18802719697358,9631174489000.0,6496459000000.0,7936107808460.76,80.5159977806547,1.7529508005142,1693458987218.9,932914000000.0,103.366973989437,-0.341296928327554,4635982224063.88,1210357000000000.0,99.5659129154526,-4.00943396226445,165768095391.557,71.2018761536123,1.48313946657267,390347787943.351,431311080600.0
1999-03-05,76.391102265249,2.18802719697358,9631174489000.0,6496459000000.0,7936107808460.76,80.5159977806547,1.7529508005142,1693458987218.9,932914000000.0,103.366973989437,-0.341296928327554,4635982224063.88,1210357000000000.0,99.5659129154526,-4.00943396226445,165768095391.557,71.2018761536123,1.48313946657267,390347787943.351,431311080600.0
1999-03-08,76.391102265249,2.18802719697358,9631174489000.0,6496459000000.0,7936107808460.76,80.5159977806547,1.7529508005142,1693458987218.9,932914000000.0,103.366973989437,-0.341296928327554,4635982224063.88,1210357000000000.0,99.5659129154526,-4.00943396226445,165768095391.557,71.2018761536123,1.48313946657267,390347787943.351,431311080600.0
1999-03-09,76.391102265249,2.18802719697358,9631174489000.0,6496459000000.0,7936107808460.76,80.5159977806547,1.7529508005142,1693458987218.9,932914000000.0,103.366973989437,-0.341296928327554,4635982224063.88,1210357000000000.0,99.5659129154526,-4.00943396226445,165768095391.557,71.2018761536123,1.48313946657267,390347787943.351,431311080600.0
1999-03-10,76.391102265249,2.18802719697358,9631174489000.0,6496459000000.0,7936107808460.76,80.5159977806547,1.7529508005142,1693458987218.9,932914000000.0,103.366973989437,-0.341296928327554,4635982224063.88,1210357000000000.0,99.5659129154526,-4.00943396226445,165768095391.557,71.2018761536123,1.48313946657267,390347787943.351,431311080600.0
1999-03-11,76.391102265249,2.18802719697358,9631174489000.0,6496459000000.0,7936107808460.76,80.5159977806547,1.7529508005142,1693458987218.9,932914000000.0,103.366973989437,-0.341296928327554,4635982224063.88,1210357000000000.0,99.5659129154526,-4.00943396226445,165768095391.557,71.2018761536123,1.48313946657267,390347787943.351,431311080600.0
1999-03-12,76.391102265249,2.18802719697358,9631174489000.0,6496459000000.0,7936107808460.76,80.5159977806547,1.7529508005142,1693458987218.9,932914000000.0,103.366973989437,-0.341296928327554,4635982224063.88,1210357000000000.0,99.5659129154526,-4.00943396226445,165768095391.557,71.2018761536123,1.48313946657267,390347787943.351,431311080600.0
1999-03-15,76.391102265249,2.18802719697358,9631174489000.0,6496459000000.0,7936107808460.76,80.5159977806547,1.7529508005142,1693458987218.9,932914000000.0,103.366973989437,-0.341296928327554,4635982224063.88,1210357000000000.0,99.5659129154526,-4.00943396226445,165768095391.557,71.2018761536123,1.48313946657267,390347787943.351,431311080600.0
1999-03-16,76.391102265249,2.18802719697358,9631174489000.0,6496459000000.0,7936107808460.76,80.5159977806547,1.7529508005142,1693458987218.9,932914000000.0,103.366973989437,-0.341296928327554,4635982224063.88,1210357000000000.0,99.5659129154526,-4.00943396226445,165768095391.557,71.2018761536123,1.48313946657267,390347787943.351,431311080600.0
1999-03-17,76.391102265249,2.18802719697358,9631174489000.0,6496459000000.0,7936107808460.76,80.5159977806547,1.7529508005142,1693458987218.9,932914000000.0,103.366973989437,-0.341296928327554,4635982224063.88,1210357000000000.0,99.5659129154526,-4.00943396226445,165768095391.557,71.2018761536123,1.48313946657267,390347787943.351,431311080600.0
