date,USD_GBP,USD_EUR,USD_JPY,USD_HKD,USD_AUD
1999-01-04,0.60319,0.84825,113.44,7.7472,1.6202
1999-01-05,0.60407,0.84818,111.08,7.7473,1.6068
1999-01-06,0.60257,0.85157,111.91,7.7501,1.6027
1999-01-07,0.60682,0.8597,111.27,7.7485,1.5882
1999-01-08,0.60846,0.85771,111.58,7.7453,1.5787
1999-01-11,0.60887,0.86438,109.2,7.7496,1.5675
1999-01-12,0.61337,0.86806,112.53,7.747,1.5703
1999-01-13,0.6032,0.8515,112.3,7.7493,1.5855
1999-01-14,0.60602,0.85815,113.91,7.748,1.575
1999-01-15,0.60545,0.86014,113.31,7.75,1.5816
1999-01-18,0.60394,0.86118,114.45,7.7458,1.5753
1999-01-19,0.60262,0.86088,113.76,7.7431,1.575
1999-01-20,0.60596,0.86393,113.68,7.7413,1.5606
1999-01-21,0.6069,0.86415,112.63,7.7469,1.5703
1999-01-22,0.6056,0.86453,114.01,7.7581,1.5756
1999-01-25,0.60333,0.86326,114.03,7.7491,1.5812
1999-01-26,0.60231,0.86341,113.81,7.7541,1.5879
1999-01-27,0.60439,0.86738,114.42,7.75,1.5884
1999-01-28,0.60719,0.87642,115.91,7.75,1.6005
1999-01-29,0.60699,0.87843,116.04,7.747,1.5888
1999-02-01,0.60893,0.88199,115.43,7.7473,1.5772
1999-02-02,0.60757,0.88207,112.64,7.7489,1.5649
1999-02-03,0.61083,0.88207,111.9,7.7511,1.5532
1999-02-04,0.61209,0.88786,113.34,7.7507,1.5574
1999-02-05,0.60972,0.88558,113.31,7.7506,1.5315
1999-02-08,0.61248,0.88921,113.66,7.7489,1.5321
1999-02-09,0.60981,0.88238,114.63,7.7509,1.5484
1999-02-10,0.61312,0.88168,115.26,7.7485,1.549
1999-02-11,0.6166,0.88402,114.35,7.7529,1.5406
1999-02-12,0.61517,0.88936,114.66,7.752,1.5527
1999-02-15,0.61354,0.88984,115.06,7.7492,1.5441
1999-02-16,0.61328,0.89477,117.95,7.749,1.5629
1999-02-17,0.61077,0.88865,118.62,7.7511,1.5774
1999-02-18,0.61173,0.89031,119.66,7.7475,1.5747
1999-02-19,0.61256,0.89582,120.01,7.7534,1.5679
1999-02-22,0.61763,0.90975,121.55,7.7497,1.5681
1999-02-23,0.61956,0.91166,121.38,7.7327,1.563
1999-02-24,0.62363,0.90604,121.28,7.7462,1.5824
1999-02-25,0.62442,0.90654,120.45,7.7478,1.5924
1999-02-26,0.6238,0.90761,119.2,7.7493,1.6173
1999-03-01,0.62161,0.91025,119.36,7.7498,1.6171
1999-03-02,0.62129,0.91853,120.67,7.7481,1.6067
1999-03-03,0.61685,0.91752,121.28,7.7453,1.6014
1999-03-04,0.62203,0.9203,123.25,7.7467,1.61
1999-03-05,0.62184,0.92302,122.94,7.7496,1.5995
1999-03-08,0.6212,0.91676,121.72,7.7457,1.5904
1999-03-09,0.62174,0.92056,121.93,7.7519,1.5765
1999-03-10,0.6159,0.91299,120.28,7.7468,1.5737
1999-03-11,0.61464,0.91819,120.28,7.7512,1.5741
1999-03-12,0.6116,0.91475,119.65,7.7473,1.5777
1999-03-15,0.61549,0.91333,117.68,7.7511,1.5823
1999-03-16,0.6149,0.91735,118.02,7.7437,1.593
1999-03-17,0.61499,0.91191,118.71,7.7488,1.596
1999-03-18,0.61388,0.9081,117.85,7.7487,1.5854
1999-03-19,0.61457,0.91617,117.26,7.7499,1.5864
1999-03-22,0.6146,0.92047,117.82,7.7499,1.5808
1999-03-23,0.61546,0.91777,118.34,7.7477,1.5642
1999-03-24,0.6088,0.91508,117.68,7.7501,1.5642
1999-03-25,0.61186,0.9176,118.05,7.7419,1.5693
1999-03-26,0.61489,0.92464,119.21,7.7427,1.5717
1999-03-29,0.61869,0.93528,120.45,7.7486,1.581
1999-03-30,0.61974,0.93362,120.31,7.7536,1.5874
1999-03-31,0.62028,0.93093,118.98,7.7477,1.5882
1999-04-01,0.62105,0.92833,119.49,7.7689,1.5715
1999-04-02,0.62384,0.92833,120.54,7.7508,1.5774
1999-04-05,0.62333,0.93006,121.42,7.7509,1.577
1999-04-06,0.63015,0.93231,121.19,7.7536,1.5908
1999-04-07,0.62634,0.9249,121.41,7.7494,1.592
1999-04-08,0.6222,0.92439,120.59,7.7481,1.6014
1999-04-09,0.62386,0.92782,121.31,7.7468,1.5923
1999-04-12,0.61866,0.92022,119.88,7.7535,1.5741
1999-04-13,0.61969,0.92894,120.45,7.7501,1.5718
1999-04-14,0.61806,0.92704,119.17,7.7512,1.5654
1999-04-15,0.61951,0.92713,118.68,7.7487,1.5744
1999-04-16,0.62177,0.93738,118.26,7.7531,1.55
1999-04-19,0.61922,0.9402,118.16,7.7467,1.5349
1999-04-20,0.61892,0.93932,117.87,7.7394,1.538
1999-04-21,0.6228,0.94464,119.27,7.748,1.5444
1999-04-22,0.62234,0.94509,119.98,7.7516,1.5467
1999-04-23,0.61905,0.94038,119.66,7.7491,1.5288
1999-04-26,0.6189,0.94215,118.92,7.7473,1.5403
1999-04-27,0.61966,0.94073,119.79,7.7534,1.5455
1999-04-28,0.61719,0.93756,119.12,7.7485,1.5305
1999-04-29,0.6209,0.94304,118.97,7.7502,1.5205
1999-04-30,0.62008,0.94366,119.75,7.7498,1.5172
1999-05-03,0.62055,0.94438,119.87,7.7508,1.5098
1999-05-04,0.62031,0.94661,121.2,7.7506,1.5142
1999-05-05,0.61423,0.93747,120.73,7.7486,1.5181
1999-05-06,0.61126,0.92601,120.94,7.7504,1.4915
1999-05-07,0.61283,0.92713,120.65,7.7501,1.4947
1999-05-10,0.61518,0.93153,120.93,7.7513,1.4916
1999-05-11,0.61675,0.93179,121.11,7.7553,1.4881
1999-05-12,0.61785,0.93941,121.07,7.7499,1.4994
1999-05-13,0.61759,0.94144,121.63,7.7503,1.496
1999-05-14,0.6183,0.93668,122.5,7.7491,1.5035
1999-05-17,0.6175,0.93589,123.04,7.7535,1.5084
1999-05-18,0.61665,0.93545,123.12,7.7533,1.487
1999-05-19,0.61774,0.94038,124.51,7.7518,1.5094
1999-05-20,0.61951,0.93994,124.22,7.7543,1.5117
1999-05-21,0.62268,0.94589,124.15,7.7532,1.5045
1999-05-24,0.62513,0.94473,123.63,7.7547,1.5213
1999-05-25,0.62426,0.941,122.72,7.7531,1.5182
1999-05-26,0.62458,0.94922,122.23,7.754,1.5382
1999-05-27,0.62551,0.95484,122.27,7.7551,1.5332
1999-05-28,0.62468,0.95429,120.91,7.7534,1.5313
1999-05-31,0.62395,0.95639,121.63,7.7542,1.5373
1999-06-01,0.62344,0.95841,121.09,7.7558,1.5514
1999-06-02,0.62059,0.96321,121.08,7.7519,1.5484
1999-06-03,0.62204,0.96321,121.17,7.7559,1.549
1999-06-04,0.62162,0.96946,121.62,7.7574,1.5353
1999-06-07,0.62175,0.96937,120.88,7.7598,1.5142
1999-06-08,0.62484,0.96293,121.32,7.7574,1.5149
1999-06-09,0.62326,0.95547,118.94,7.7579,1.5075
1999-06-10,0.62421,0.95475,118.87,7.7579,1.5117
1999-06-11,0.62116,0.95475,118.47,7.7566,1.5081
1999-06-14,0.6202,0.95813,120.17,7.7562,1.5105
1999-06-15,0.62558,0.96228,120.54,7.7585,1.5141
1999-06-16,0.62929,0.96665,120.25,7.7546,1.5229
1999-06-17,0.62679,0.96712,119.89,7.7563,1.5174
1999-06-18,0.6263,0.96265,119.87,7.7555,1.5313
1999-06-21,0.62927,0.96721,122.16,7.7608,1.5286
1999-06-22,0.63008,0.96965,121.79,7.7599,1.5366
1999-06-23,0.63337,0.97276,122.13,7.7731,1.5262
1999-06-24,0.63298,0.9689,122.13,7.7641,1.5185
1999-06-25,0.6299,0.95758,121.42,7.7589,1.5078
1999-06-28,0.63188,0.96265,121.26,7.758,1.5192
1999-06-29,0.63142,0.96488,120.9,7.7557,1.5221
1999-06-30,0.63546,0.96824,120.86,7.7572,1.5103
1999-07-01,0.63348,0.97428,120.93,7.7566,1.4942
1999-07-02,0.63451,0.97647,121.01,7.7636,1.4986
1999-07-05,0.63438,0.97733,122.34,7.7608,1.5022
1999-07-06,0.63732,0.97838,122.17,7.7608,1.4944
1999-07-07,0.64205,0.97828,122.06,7.76,1.5082
1999-07-08,0.6427,0.98213,122.49,7.7586,1.5068
1999-07-09,0.64455,0.98001,122.17,7.7572,1.4983
1999-07-12,0.64471,0.98775,122.3,7.7629,1.5109
1999-07-13,0.64205,0.98203,121.6,7.7593,1.5114
1999-07-14,0.64152,0.98348,120.94,7.7708,1.5155
1999-07-15,0.63847,0.9803,120.62,7.7593,1.5131
1999-07-16,0.63801,0.9802,120.71,7.7626,1.5153
1999-07-19,0.64173,0.98561,119.85,7.7594,1.5216
1999-07-20,0.63573,0.96061,118.24,7.7559,1.5334
1999-07-21,0.63592,0.95584,118.72,7.7609,1.5518
1999-07-22,0.63263,0.95247,118.16,7.7627,1.5429
1999-07-23,0.63205,0.95274,116.2,7.7617,1.5411
1999-07-26,0.62918,0.93475,115.72,7.7646,1.5408
1999-07-27,0.62859,0.941,116.94,7.7616,1.5508
1999-07-28,0.63029,0.94313,116.15,7.7638,1.5529
1999-07-29,0.62406,0.93633,115.34,7.7603,1.5407
1999-07-30,0.61698,0.9351,115.2,7.7631,1.534
1999-08-02,0.618,0.93765,114.28,7.7597,1.5416
1999-08-03,0.61888,0.93941,115.26,7.7647,1.5306
1999-08-04,0.61583,0.92928,114.66,7.7626,1.5175
1999-08-05,0.61811,0.9267,114.33,7.7622,1.5243
1999-08-06,0.61918,0.9311,114.65,7.7639,1.5325
1999-08-09,0.62261,0.93414,115.25,7.7624,1.5366
1999-08-10,0.61982,0.93136,114.79,7.7668,1.5345
1999-08-11,0.62083,0.93738,115.22,7.7612,1.5423
1999-08-12,0.62173,0.94003,115.86,7.7638,1.5407
1999-08-13,0.62051,0.93747,114.76,7.7665,1.5359
1999-08-16,0.62399,0.9476,114.92,7.7626,1.5336
1999-08-17,0.62544,0.94994,114.32,7.7627,1.5429
1999-08-18,0.62337,0.95084,113.06,7.7669,1.5547
1999-08-19,0.62337,0.95084,111.27,7.7645,1.5736
1999-08-20,0.61779,0.93747,111.71,7.6553,1.5715
1999-08-23,0.6204,0.94286,111.29,7.7649,1.5688
1999-08-24,0.62557,0.95129,111.7,7.767,1.5661
1999-08-25,0.62992,0.9585,110.9,7.7636,1.5827
1999-08-26,0.62897,0.95675,111.35,7.7612,1.5824
1999-08-27,0.63043,0.95694,111.66,7.7653,1.5778
1999-08-30,0.62962,0.95657,111.06,7.764,1.5784
1999-08-31,0.62281,0.94581,109.27,7.7659,1.5666
1999-09-01,0.62122,0.94224,109.3,7.7644,1.5687
1999-09-02,0.62193,0.93791,108.95,7.7652,1.553
1999-09-03,0.62104,0.93615,109.83,7.7637,1.5499
1999-09-06,0.62365,0.94393,109.78,7.7639,1.5524
1999-09-07,0.62243,0.94652,111.16,7.7672,1.5515
1999-09-08,0.61585,0.94224,110.7,7.765,1.5406
1999-09-09,0.6149,0.94411,108.91,7.7653,1.5372
1999-09-10,0.61435,0.95057,109.32,7.766,1.5346
1999-09-13,0.61951,0.96693,106.22,7.7661,1.5249
1999-09-14,0.6242,0.96506,106.4,7.765,1.5273
1999-09-15,0.6232,0.96441,104.1,7.767,1.5416
1999-09-16,0.61859,0.96413,104.2,7.7645,1.5453
1999-09-17,0.61777,0.96182,106.43,7.7624,1.5402
1999-09-20,0.61599,0.96098,107.71,7.7649,1.5537
1999-09-21,0.61446,0.96265,104.66,7.767,1.5482
1999-09-22,0.61119,0.95157,104.18,7.7678,1.535
1999-09-23,0.61266,0.95877,103.98,7.7694,1.5459
1999-09-24,0.60844,0.95456,104.43,7.7642,1.5369
1999-09-27,0.60755,0.96025,105.31,7.7688,1.5284
1999-09-28,0.60689,0.95393,106.18,7.7701,1.5333
1999-09-29,0.60873,0.9467,106.84,7.7672,1.5235
1999-09-30,0.60713,0.93765,105.64,7.7668,1.5373
1999-10-01,0.6058,0.93214,105.56,7.7664,1.52
1999-10-04,0.60351,0.93292,105.98,7.7729,1.5168
1999-10-05,0.60415,0.9358,106.66,7.769,1.5022
1999-10-06,0.60427,0.93136,107.65,7.7687,1.5134
1999-10-07,0.6049,0.93205,107.63,7.7662,1.5135
1999-10-08,0.60533,0.93835,107.49,7.7671,1.5213
1999-10-11,0.60427,0.94065,106.69,7.7659,1.5291
1999-10-12,0.60546,0.93738,106.35,7.7469,1.5262
1999-10-13,0.60475,0.92782,107.85,7.7705,1.5212
1999-10-14,0.60411,0.92954,106.85,7.7709,1.5363
1999-10-15,0.59978,0.92005,105.94,7.7657,1.5428
1999-10-18,0.59891,0.92013,105.11,7.7674,1.5529
1999-10-19,0.59845,0.92439,105.66,7.7731,1.5461
1999-10-20,0.59942,0.9279,106.19,7.7701,1.5425
1999-10-21,0.59702,0.92618,106.07,7.7558,1.5403
1999-10-22,0.59732,0.92954,105.64,7.7703,1.5358
1999-10-25,0.60217,0.93607,105.46,7.7711,1.5369
1999-10-26,0.60312,0.94047,104.7,7.7737,1.5312
1999-10-27,0.60576,0.94769,104.01,7.7783,1.5473
1999-10-28,0.60898,0.94931,104.22,7.768,1.5543
1999-10-29,0.61159,0.95666,104.84,7.774,1.5652
1999-11-01,0.6066,0.94589,104.27,7.7642,1.5658
1999-11-02,0.6074,0.95175,104.81,7.7777,1.5602
1999-11-03,0.60633,0.9532,104.06,7.7705,1.5522
1999-11-04,0.60824,0.95202,104.72,7.7732,1.5707
1999-11-05,0.61462,0.9608,105.49,7.7695,1.5718
1999-11-08,0.61624,0.96108,106.06,7.7738,1.5629
1999-11-09,0.61541,0.95932,104.92,7.7745,1.5706
1999-11-10,0.6168,0.96135,105.1,7.7721,1.5621
1999-11-11,0.61638,0.96098,105.04,7.7754,1.5573
1999-11-12,0.61894,0.97012,104.99,7.7723,1.5542
1999-11-15,0.61848,0.97078,104.83,7.7725,1.5522
1999-11-16,0.6162,0.96749,105.86,7.7752,1.5553
1999-11-17,0.61491,0.9608,105.28,7.7752,1.5565
1999-11-18,0.61628,0.96339,105.62,7.7646,1.5636
1999-11-19,0.61806,0.97286,106.14,7.7917,1.5644
1999-11-22,0.61691,0.96984,105.08,7.769,1.5665
1999-11-23,0.61541,0.96946,104.68,7.7716,1.5699
1999-11-24,0.61977,0.97895,104.38,7.7729,1.5807
1999-11-25,0.61919,0.98097,104.23,7.7718,1.5776
1999-11-26,0.6238,0.99,103.81,7.777,1.5696
1999-11-29,0.62489,0.99236,102.03,7.7921,1.5687
1999-11-30,0.62642,0.99039,102.01,7.772,1.5765
1999-12-01,0.62472,0.99098,102.42,7.7817,1.5696
1999-12-02,0.62563,0.99433,102.45,7.7812,1.5753
1999-12-03,0.62456,0.9985,102.42,7.7825,1.5848
1999-12-06,0.61972,0.98213,102.75,7.7645,1.5782
1999-12-07,0.61549,0.97666,102.6,7.7689,1.5702
1999-12-08,0.61489,0.97694,102.89,7.7767,1.5691
1999-12-09,0.61533,0.9828,102.6,7.7668,1.5628
1999-12-10,0.61601,0.9861,102.37,7.7754,1.575
1999-12-13,0.61592,0.98736,102.64,7.7714,1.5723
1999-12-14,0.61915,0.99621,103.67,7.7728,1.5735
1999-12-15,0.62279,0.9979,103.48,7.7751,1.5746
1999-12-16,0.61955,0.98561,102.97,7.7746,1.5636
1999-12-17,0.62075,0.98736,103.36,7.8128,1.5524
1999-12-20,0.62203,0.99049,102.85,7.7645,1.5564
1999-12-21,0.62237,0.99167,102.21,7.7822,1.5554
1999-12-22,0.62071,0.99265,101.73,7.7685,1.5497
1999-12-23,0.62097,0.99118,101.62,7.7726,1.5538
1999-12-24,0.61793,0.986,102.83,7.7685,1.556
1999-12-27,0.61841,0.98678,102.38,7.7672,1.5541
1999-12-28,0.61939,0.99118,102.22,7.7952,1.5529
1999-12-29,0.61815,0.99285,102.28,7.7788,1.5421
1999-12-30,0.61885,0.99542,102.26,7.7676,1.5351
1999-12-31,0.618895,0.994335,102.1525,7.773775,1.53155
2000-01-03,0.61903,0.99108,101.83,7.7923,1.5209
2000-01-04,0.61097,0.9704,102.75,7.7827,1.5213
2000-01-05,0.60995,0.96451,103.53,7.7767,1.5213
2000-01-06,0.60666,0.96265,104.66,7.7823,1.5237
2000-01-07,0.60891,0.97238,105.11,7.782,1.5303
2000-01-10,0.61091,0.97761,104.86,7.7692,1.5238
2000-01-11,0.6095,0.97504,106.13,7.7793,1.5273
2000-01-12,0.60662,0.97012,105.84,7.7734,1.5185
2000-01-13,0.6087,0.97314,105.97,7.7828,1.5035
2000-01-14,0.60841,0.978,105.67,7.7797,1.4995
2000-01-17,0.61224,0.99069,104.82,7.7905,1.507
2000-01-18,0.61171,0.99079,105.44,7.7771,1.5082
2000-01-19,0.61079,0.98961,105.88,7.7816,1.5064
2000-01-20,0.6073,0.99118,105.5,7.7801,1.5048
2000-01-21,0.60543,0.99039,104.52,7.7797,1.5069
2000-01-24,0.60457,0.99731,105.26,7.7903,1.5254
2000-01-25,0.60781,0.9992,105.61,7.7832,1.5263
2000-01-26,0.60824,0.9981,105.84,7.7832,1.5253
2000-01-27,0.61036,1.0024,105.68,7.7699,1.5326
2000-01-28,0.61444,1.0154,105.34,7.7789,1.5412
2000-01-31,0.61761,1.0213,106.85,7.7833,1.5759
2000-02-01,0.61998,1.0299,107.74,7.7787,1.5733
2000-02-02,0.62272,1.0291,108.58,7.7837,1.5718
2000-02-03,0.62433,1.0259,108.51,7.7801,1.578
2000-02-04,0.62989,1.0168,107.77,7.7908,1.5831
2000-02-07,0.62803,1.0239,108.55,7.7874,1.5625
2000-02-08,0.62426,1.0098,108.97,7.7817,1.5787
2000-02-09,0.621,1.0066,108.88,7.7684,1.5724
2000-02-10,0.62079,1.0134,108.54,7.7809,1.5796
2000-02-11,0.62606,1.0203,109.6,7.782,1.5841
2000-02-14,0.62846,1.0135,108.29,7.777,1.5847
2000-02-15,0.62988,1.0227,108.88,7.7804,1.5951
2000-02-16,0.62515,1.02,109.11,7.779,1.5841
2000-02-17,0.62083,1.0082,110.19,7.7868,1.5774
2000-02-18,0.62331,1.0145,110.86,7.7886,1.5854
2000-02-21,0.62504,1.0145,111.32,7.7872,1.5945
2000-02-22,0.62123,0.9978,110.87,7.7825,1.5941
2000-02-23,0.62098,0.99325,111.12,7.7682,1.6115
2000-02-24,0.62518,1.0103,110.68,7.794,1.6233
2000-02-25,0.62723,1.0191,110.86,7.785,1.6136
2000-02-28,0.62994,1.0375,109.16,7.7749,1.6298
2000-02-29,0.63146,1.0294,109.95,7.7816,1.626
2000-03-01,0.63339,1.0344,108.25,7.7802,1.652
2000-03-02,0.63136,1.0283,107.33,7.7838,1.6403
2000-03-03,0.6333,1.0353,107.85,7.7824,1.6475
2000-03-06,0.63392,1.0373,107.33,7.7893,1.6556
2000-03-07,0.63546,1.0424,107.37,7.7841,1.6553
2000-03-08,0.63324,1.0479,107.14,7.7814,1.6474
2000-03-09,0.6329,1.0399,106.53,7.7832,1.6329
2000-03-10,0.63404,1.0403,106.39,7.7799,1.6288
2000-03-13,0.63256,1.0292,105.22,7.7766,1.6281
2000-03-14,0.63649,1.0395,104.92,7.7827,1.6248
2000-03-15,0.63647,1.0366,105.46,7.7836,1.6313
2000-03-16,0.63697,1.0349,105.28,7.8001,1.6302
2000-03-17,0.63544,1.0339,105.78,7.7833,1.642
2000-03-20,0.63829,1.0293,106.75,7.7838,1.6508
2000-03-21,0.63664,1.0308,106.65,7.7864,1.642
2000-03-22,0.63782,1.0413,107.13,7.7828,1.6471
2000-03-23,0.63215,1.0356,107.58,7.756,1.6537
2000-03-24,0.62944,1.0293,107.14,7.787,1.6475
2000-03-27,0.62675,1.0297,106.85,7.7869,1.6287
2000-03-28,0.63108,1.0366,106.34,7.786,1.6296
2000-03-29,0.63043,1.0452,105.32,7.7871,1.6445
2000-03-30,0.62899,1.0466,105.02,7.7819,1.6338
2000-03-31,0.6265,1.0468,103.14,7.7836,1.6551
2000-04-03,0.62735,1.0456,104.84,7.7726,1.6459
2000-04-04,0.62602,1.0484,105.62,7.7918,1.6575
2000-04-05,0.62938,1.0338,105.15,7.7795,1.6493
2000-04-06,0.63117,1.039,104.98,7.7805,1.6584
2000-04-07,0.63227,1.0456,105.3,7.7942,1.6774
2000-04-10,0.63233,1.0428,106.28,7.7796,1.671
2000-04-11,0.63112,1.0423,106.95,7.7901,1.678
2000-04-12,0.63053,1.0443,105.59,7.7844,1.679
2000-04-13,0.62902,1.0485,106.0,7.7924,1.6689
2000-04-14,0.63061,1.0482,105.72,7.79,1.677
2000-04-17,0.62948,1.0446,103.83,7.8004,1.6889
2000-04-18,0.63209,1.053,104.21,7.7892,1.6854
2000-04-19,0.63239,1.057,104.42,7.8029,1.6742
2000-04-20,0.63289,1.0666,104.92,7.7935,1.6846
2000-04-21,0.63308,1.06828,105.038,7.79256,1.68388
2000-04-24,0.6336499999999999,1.07332,105.39200000000001,7.78974,1.68172
2000-04-25,0.63384,1.075,105.51,7.7888,1.681
2000-04-26,0.63385,1.0878,106.44,7.7899,1.6978
2000-04-27,0.63593,1.0913,106.48,7.7936,1.6998
2000-04-28,0.63775,1.1007,107.3,7.7794,1.7118
2000-05-01,0.638845,1.097925,108.39500000000001,7.7836,1.707975
2000-05-02,0.63921,1.097,108.76,7.785,1.7067
2000-05-03,0.64075,1.122,109.35,7.7997,1.7004
2000-05-04,0.65027,1.1177,108.81,7.789,1.6939
2000-05-05,0.64982,1.1131,108.2,7.7848,1.687
2000-05-08,0.6536,1.1171,108.55,7.7782,1.7011
2000-05-09,0.65126,1.1138,109.43,7.7729,1.7315
2000-05-10,0.6562,1.0981,108.85,7.779,1.7143
2000-05-11,0.66648,1.1014,108.53,7.8049,1.7364
2000-05-12,0.6601,1.1075,108.55,7.8046,1.7318
2000-05-15,0.66087,1.0933,109.4,7.7923,1.7422
2000-05-16,0.66685,1.1031,109.09,7.7988,1.7386
2000-05-17,0.67104,1.1208,109.82,7.7928,1.7623
2000-05-18,0.67535,1.1183,109.15,7.79,1.7647
2000-05-19,0.6747,1.1268,107.82,7.7848,1.7544
2000-05-22,0.67222,1.1111,107.3,7.7854,1.7518
2000-05-23,0.67512,1.0976,106.79,7.7885,1.7342
2000-05-24,0.67762,1.0991,107.25,7.8,1.7485
2000-05-25,0.67921,1.1135,107.79,7.8139,1.7604
2000-05-26,0.6791,1.0937,107.43,7.7814,1.7502
2000-05-29,0.67189,1.0797,107.23,7.7968,1.7426
2000-05-30,0.66524,1.0685,106.64,7.7987,1.732
2000-05-31,0.66914,1.0749,107.38,7.7848,1.7467
2000-06-01,0.66881,1.0718,108.69,7.7951,1.7477
2000-06-02,0.6682,1.0689,108.63,7.7939,1.7418
2000-06-05,0.66045,1.0601,107.61,7.7908,1.7136
2000-06-06,0.66041,1.0543,106.74,7.7845,1.7171
2000-06-07,0.6569,1.0467,105.71,7.8015,1.6977
2000-06-08,0.65774,1.0343,105.63,7.802,1.6875
2000-06-09,0.66491,1.0537,106.87,7.813,1.7066
2000-06-12,0.66159,1.0496,106.59,7.7917,1.6964
2000-06-13,0.66054,1.0435,106.49,7.79,1.6774
2000-06-14,0.66438,1.0378,106.39,7.7952,1.66
2000-06-15,0.66317,1.05,105.96,7.7937,1.6647
2000-06-16,0.66168,1.0455,106.27,7.7958,1.6439
2000-06-19,0.6611,1.0373,105.66,7.7953,1.662
2000-06-20,0.66324,1.0484,105.49,7.7962,1.6551
2000-06-21,0.666,1.056,105.34,7.7939,1.6666
2000-06-22,0.6639,1.0633,105.37,7.7964,1.6677
2000-06-23,0.66398,1.0624,104.24,7.7907,1.6773
2000-06-26,0.66635,1.0722,105.48,7.7947,1.6819
2000-06-27,0.66812,1.0637,105.48,7.7952,1.6647
2000-06-28,0.66415,1.0621,105.75,7.7941,1.6639
2000-06-29,0.65835,1.0522,104.76,7.7981,1.655
2000-06-30,0.66168,1.0465,105.24,7.7915,1.6632
2000-07-03,0.66165,1.0534,105.95,7.7987,1.6686
2000-07-04,0.66101,1.0541,106.23,7.8006,1.6729
2000-07-05,0.66195,1.0485,106.67,7.803,1.6833
2000-07-06,0.66129,1.048,107.36,7.8131,1.6941
2000-07-07,0.66203,1.0545,107.41,7.8016,1.7009
2000-07-10,0.65946,1.0501,106.92,7.794,1.6843
2000-07-11,0.66128,1.0496,106.82,7.7943,1.6971
2000-07-12,0.66007,1.0527,107.69,7.8003,1.6928
2000-07-13,0.66574,1.0696,107.09,7.7979,1.6934
2000-07-14,0.66642,1.0702,107.9,7.8057,1.7113
2000-07-17,0.67044,1.0693,108.69,7.812,1.7112
2000-07-18,0.66727,1.0692,107.91,7.8,1.7134
2000-07-19,0.66797,1.0851,108.07,7.7907,1.7274
2000-07-20,0.66866,1.0846,108.18,7.7849,1.73
2000-07-21,0.66058,1.068,108.44,7.7895,1.703
2000-07-24,0.65913,1.0716,108.92,7.7928,1.7044
2000-07-25,0.65898,1.0627,109.22,7.7968,1.708
2000-07-26,0.65911,1.065,109.08,7.8024,1.6942
2000-07-27,0.66013,1.0651,108.91,7.798,1.6933
2000-07-28,0.663,1.0781,109.2,7.7991,1.6981
2000-07-31,0.66851,1.0819,109.32,7.8064,1.7295
2000-08-01,0.66623,1.0794,109.63,7.7991,1.7233
2000-08-02,0.67195,1.0939,109.17,7.7993,1.7175
2000-08-03,0.67235,1.1077,108.39,7.8094,1.7158
2000-08-04,0.66526,1.1073,108.54,7.8019,1.7182
2000-08-07,0.66402,1.1008,108.82,7.7988,1.7065
2000-08-08,0.66276,1.1053,108.54,7.7966,1.7041
2000-08-09,0.66622,1.1145,107.89,7.7995,1.7277
2000-08-10,0.66637,1.1073,108.44,7.8052,1.7257
2000-08-11,0.66371,1.0951,108.75,7.7974,1.7194
2000-08-14,0.66408,1.1098,109.4,7.8012,1.7284
2000-08-15,0.66451,1.0967,109.43,7.8061,1.7117
2000-08-16,0.66711,1.1023,108.52,7.8063,1.7027
2000-08-17,0.66696,1.0941,108.45,7.7867,1.6905
2000-08-18,0.66824,1.0957,108.93,7.8014,1.6886
2000-08-21,0.67062,1.1083,108.2,7.8028,1.6973
2000-08-22,0.67298,1.1146,108.42,7.7996,1.7084
2000-08-23,0.67582,1.1213,107.31,7.7992,1.7559
2000-08-24,0.67543,1.1096,107.23,7.7974,1.7468
2000-08-25,0.67864,1.1085,107.09,7.8008,1.7438
2000-08-28,0.67947,1.1102,106.45,7.8007,1.7468
2000-08-29,0.68477,1.1154,106.46,7.803,1.749
2000-08-30,0.69009,1.1225,106.41,7.8117,1.7517
2000-08-31,0.68852,1.1228,106.41,7.8026,1.7457
2000-09-01,0.68917,1.1233,106.46,7.7999,1.745
2000-09-04,0.68378,1.1111,105.69,7.8012,1.7369
2000-09-05,0.68917,1.1254,105.99,7.7963,1.7487
2000-09-06,0.69029,1.134,105.77,7.8021,1.7697
2000-09-07,0.69698,1.1526,105.13,7.7963,1.8038
2000-09-08,0.70109,1.1448,105.61,7.7983,1.7873
2000-09-11,0.70601,1.1616,106.11,7.7849,1.7911
2000-09-12,0.71337,1.1609,106.28,7.7968,1.791
2000-09-13,0.70973,1.1555,107.27,7.7945,1.8041
2000-09-14,0.70551,1.1504,107.16,7.8148,1.8101
2000-09-15,0.71097,1.1608,107.53,7.8037,1.8178
2000-09-18,0.71499,1.1729,106.85,7.798,1.8405
2000-09-19,0.71233,1.1708,106.91,7.8014,1.8424
2000-09-20,0.70658,1.1798,106.54,7.7876,1.8458
2000-09-21,0.70436,1.1732,106.43,7.7845,1.8536
2000-09-22,0.682,1.1249,107.71,7.7893,1.7942
2000-09-25,0.68734,1.1403,107.61,7.8021,1.8344
2000-09-26,0.68836,1.1419,107.29,7.7959,1.8262
2000-09-27,0.6822,1.1285,107.76,7.7984,1.8226
